Title,Description,Price,Ingredients,Nutrient,Col1,Col2,Col3,Col4,url
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",Fat,15 g,7.8 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",of which saturates,3.3 g,1.8 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",Carbohydrate,63 g,33 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",of which sugars,41 g,22 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",Protein,2.6 g,1.4 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Bluey Birthday Celebration Nut Free Cake 859g (Serves 16),Nut free,£12.00,"Sugar,  WheatFlour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin),  Rapeseed Oil,  PasteurisedEgg,  Glucose Syrup,  Glucose-Fructose Syrup,  Humectant (Glycerine),  PasteurisedEggWhite,  Raspberry Concentrate,  Palm Oil,  Inulin,  Palm Stearin,  Maize Starch,  Tapioca Starch,  Raising Agents (Disodium Diphosphate, Sodium Hydrogen Carbonate),  Emulsifiers (Mono- and Diglycerides of Fatty Acids, Sodium Stearoyl-2-Lactylate, Mono- and Diacetyltartaric Acid Esters of Mono-and Diglycerides of Fatty Acids, Sunflower Lecithins),  Stabilisers (Tragacanth, Xanthan Gum),  Fructo-Oligosaccharides,  Preservative (Potassium Sorbate),  Gelling Agent (Pectins),  Acidity Regulators (Citric Acid, Sodium Citrates),  Colours (Beetroot Red, Curcumin, Riboflavin, Carotenes),  Concentrate (Spirulina),  SkimmedMilkPowder,  DriedEggWhite,  Flavouring,  Sweet Filling 9%,  Raspberry Jam 8%",Salt,0.3 g,0.16 g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/bluey-celebration-cake-nut-free
Header Information,,,,Typical Values,100g contains,A serving contains,% based on RI for Average Adult,,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Energy,1692kJ,1088kJ,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Fat,19.9g,12.8g,18%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Saturates,4.1g,2.7g,14%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Mono-unsaturates,9.9g,6.3g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Polyunsaturates,5.0g,3.2g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Carbohydrate,52.4g,33.7g,13%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Sugars,26.4g,17.0g,19%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Starch,26.0g,16.7g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Protein,2.7g,1.8g,4%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
"Sainsbury's Free From Carrot Cake, Taste the Difference 386g","We make this beautifully moist cake with gluten-free flour and free-range eggs, adding sweet grated carrot, coconut, pineapple, and fragrant mixed spices. Generously filled and topped with velvety cream cheese frosting, it’s hand finished with a sprinkling of walnuts for extra crunch and flavour",£4.10,"INGREDIENTS:Sugar, Dark Brown Sugar, Rapeseed Oil, Carrot,Egg, Rice Flour, Salted Butter (Cows'Milk), Medium Fat Soft Cheese (Cows'Milk) (6%), Humectant: Glycerol; Potato Starch, Tapioca Starch, Maize Flour,EggWhite, Cornflour, Glucose Syrup,Walnuts(1.5%), Desiccated Coconut, Pineapple, Spices, Raising Agents: Disodium Diphosphate, Potassium Hydrogen Carbonate, Sodium Hydrogen Carbonate; Lemon Juice, Invert Sugar Syrup, Preservative: Potassium Sorbate; Buckwheat Flour, Emulsifiers: Mono- and Diglycerides of Fatty Acids, Polyglycerol Esters of Fatty Acids; Stabiliser: Xanthan Gum.",Salt,0.41g,0.26g,4%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-free-from-carrot-cake-taste-the-difference-386g
Header Information,,,,,Per 100g,Per cake (approx 20g),,,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
OGGS Mini Chocolate Cupcakes x9,Plant Based,£3.95,"Chocolate: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Cocoa Powder, White Stars (Sugar, Cocoa Butter, Potato Starch, Rice Flour, Corn Starch, Natural Flavour), Humectant: Glycerine;WheatGluten, Water, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin,  Vanilla: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Humectant: Glycerine; Cocoa Powder,WheatGluten, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Maize Starch, Salt, Dextrose, Preservative: Potassium Sorbate; Acidity Regulators: Citric Acid, Potassium Carbonate; Stabiliser: Xanthan Gum, Natural Flavouring, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin",Energy,1575kJ,315kJ,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
OGGS Mini Chocolate Cupcakes x9,Plant Based,£3.95,"Chocolate: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Cocoa Powder, White Stars (Sugar, Cocoa Butter, Potato Starch, Rice Flour, Corn Starch, Natural Flavour), Humectant: Glycerine;WheatGluten, Water, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin,  Vanilla: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Humectant: Glycerine; Cocoa Powder,WheatGluten, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Maize Starch, Salt, Dextrose, Preservative: Potassium Sorbate; Acidity Regulators: Citric Acid, Potassium Carbonate; Stabiliser: Xanthan Gum, Natural Flavouring, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin",Fat,20.4g,4.1g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
OGGS Mini Chocolate Cupcakes x9,Plant Based,£3.95,"Chocolate: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Cocoa Powder, White Stars (Sugar, Cocoa Butter, Potato Starch, Rice Flour, Corn Starch, Natural Flavour), Humectant: Glycerine;WheatGluten, Water, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin,  Vanilla: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Humectant: Glycerine; Cocoa Powder,WheatGluten, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Maize Starch, Salt, Dextrose, Preservative: Potassium Sorbate; Acidity Regulators: Citric Acid, Potassium Carbonate; Stabiliser: Xanthan Gum, Natural Flavouring, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin",of which saturates,4.4g,0.9g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
OGGS Mini Chocolate Cupcakes x9,Plant Based,£3.95,"Chocolate: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Cocoa Powder, White Stars (Sugar, Cocoa Butter, Potato Starch, Rice Flour, Corn Starch, Natural Flavour), Humectant: Glycerine;WheatGluten, Water, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin,  Vanilla: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Humectant: Glycerine; Cocoa Powder,WheatGluten, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Maize Starch, Salt, Dextrose, Preservative: Potassium Sorbate; Acidity Regulators: Citric Acid, Potassium Carbonate; Stabiliser: Xanthan Gum, Natural Flavouring, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin",Carbohydrate,37.9g,7.6g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
OGGS Mini Chocolate Cupcakes x9,Plant Based,£3.95,"Chocolate: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Cocoa Powder, White Stars (Sugar, Cocoa Butter, Potato Starch, Rice Flour, Corn Starch, Natural Flavour), Humectant: Glycerine;WheatGluten, Water, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Dextrose, Preservative: Potassium Sorbate; Stabiliser: Xanthan Gum, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin,  Vanilla: Sugar,Oats,Wheat Flour(Wheat Flour, Calcium Carbonate, Iron, Niacin, Thiamine), Vegetable Oil (Rapeseed Oil, Sustainable Palm Oil, Sunflower Oil), Aquafaba (Water, Chickpea Extract, Antioxidant: Ascorbic Acid), Humectant: Glycerine; Cocoa Powder,WheatGluten, Faba Bean Protein, Invert Sugar Syrup, Modified Potato Starch,WheatStarch, Raising Agents: Disodium Diphosphate, Potassium Bicarbonate, Sodium Hydrogen Carbonate; Maize Starch, Salt, Dextrose, Preservative: Potassium Sorbate; Acidity Regulators: Citric Acid, Potassium Carbonate; Stabiliser: Xanthan Gum, Natural Flavouring, Emulsifiers: E475, E471, E477, E481, Flavouring, Colours: Annatto Bixin, Curcumin",of which sugars,24.1g,4.8g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/oggs-mini-chocolate-cupcakes-180g
