Title,Description,Price,Ingredients,Nutrient,Col1,Col2,Col3,Col4,url
"Sainsbury's Chocolate Cake, Taste the Difference 395g",hand decorated and lavishly filled with a rich butter Belgian chocolate buttercream.,£3.25,"INGREDIENTS:Belgian Chocolate Buttercream (33%) (Sugar, Butter (Cows'Milk), Salted Butter (Butter (Cows'Milk), Salt), Belgian Dark Chocolate (7%) (Cocoa Mass, Sugar, Cocoa Butter, Emulsifier:SoyaLecithin; Flavouring), Fat Reduced Cocoa Powder, Dried Glucose Syrup), Sugar, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), PasteurisedEgg, Rapeseed Oil, Partially Inverted Sugar Syrup, Cows'Milk, Humectant: Vegetable Glycerine; Fat Reduced Cocoa Powder, Palm Oil, Raising Agents: Sodium Bicarbonate, Disodium Diphosphate; Palm Stearin, Emulsifier: Mono- and Diglycerides of Fatty Acids; Salt.",Fibre,1.4g,0.9g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-belgian-chocolate-fudge-cake--taste-the-difference-5
"Sainsbury's Chocolate Cake, Taste the Difference 395g",hand decorated and lavishly filled with a rich butter Belgian chocolate buttercream.,£3.25,"INGREDIENTS:Belgian Chocolate Buttercream (33%) (Sugar, Butter (Cows'Milk), Salted Butter (Butter (Cows'Milk), Salt), Belgian Dark Chocolate (7%) (Cocoa Mass, Sugar, Cocoa Butter, Emulsifier:SoyaLecithin; Flavouring), Fat Reduced Cocoa Powder, Dried Glucose Syrup), Sugar, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), PasteurisedEgg, Rapeseed Oil, Partially Inverted Sugar Syrup, Cows'Milk, Humectant: Vegetable Glycerine; Fat Reduced Cocoa Powder, Palm Oil, Raising Agents: Sodium Bicarbonate, Disodium Diphosphate; Palm Stearin, Emulsifier: Mono- and Diglycerides of Fatty Acids; Salt.",Protein,5.4g,3.6g,7%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-belgian-chocolate-fudge-cake--taste-the-difference-5
"Sainsbury's Chocolate Cake, Taste the Difference 395g",hand decorated and lavishly filled with a rich butter Belgian chocolate buttercream.,£3.25,"INGREDIENTS:Belgian Chocolate Buttercream (33%) (Sugar, Butter (Cows'Milk), Salted Butter (Butter (Cows'Milk), Salt), Belgian Dark Chocolate (7%) (Cocoa Mass, Sugar, Cocoa Butter, Emulsifier:SoyaLecithin; Flavouring), Fat Reduced Cocoa Powder, Dried Glucose Syrup), Sugar, Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), PasteurisedEgg, Rapeseed Oil, Partially Inverted Sugar Syrup, Cows'Milk, Humectant: Vegetable Glycerine; Fat Reduced Cocoa Powder, Palm Oil, Raising Agents: Sodium Bicarbonate, Disodium Diphosphate; Palm Stearin, Emulsifier: Mono- and Diglycerides of Fatty Acids; Salt.",Salt,0.51g,0.34g,6%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-belgian-chocolate-fudge-cake--taste-the-difference-5
Header Information,,,,,Per 100g,Per Cake,,,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Energy (kJ),1589,173,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",(kcal),376,41,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Fat,8.1g,0.9g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",of which Saturates,4.0g,0.4g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Carbohydrate,69.6g,7.6g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",of which Sugars,50.0g,5.4g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Fibre,2.1g,0.2g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Protein,5.0g,0.5g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
McVitie's Jaffa Cakes Original Biscuits Cakes x10,Suitable for Vegetarians,£1.25,"Glucose-Fructose Syrup,  Dark Chocolate (19%) [Sugar, Cocoa Mass, Vegetable Fats (Palm, Shea), Butter Oil (Milk), Cocoa Butter, Emulsifiers (SoyaLecithin, E476), Natural Flavouring],  Sugar,  Flour (WheatFlour, Calcium, Iron, Niacin, Thiamin),  WholeEgg,  Water,  Dextrose,  Concentrated Orange Juice,  Glucose Syrup,  Vegetable Oils (Sunflower, Palm),  Humectant (Glycerine),  Acid (Citric Acid),  Gelling Agent (Pectin),  Raising Agents (Disodium Diphosphate, Ammonium Bicarbonate, Sodium Bicarbonate),  Dried WholeEgg,  Acidity Regulator (Sodium Citrates),  Natural Orange Flavouring,  Colour (Curcumin),  Emulsifier (SoyaLecithin),  Product contains the equivalent of 8% Orange Juice",Salt,0.27g,0.03g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mcvities-jaffa-cakes-x12-141g
Header Information,,,,Typical Values,Per 100g,Per slice,% based on RI for Average Adult,,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Energy,1813kJ,725kJ,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Fat,18.7g,7.5g,11%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Saturates,8.6g,3.5g,18%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Mono-unsaturates,6.7g,2.7g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Polyunsaturates,2.5g,1.0g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Carbohydrate,58.0g,23.2g,9%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Sugars,32.4g,12.9g,14%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Starch,25.7g,10.3g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Fibre,3.7g,1.5g,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Protein,6.2g,2.5g,5%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Sainsbury's Flapjack Cake Slices x5,5 Flapjack Slices,£1.20,"INGREDIENTS: Oats(41%), Partially Inverted Refiners Syrup, Sweetened Condensed Skimmed Cows' Milk (Skimmed Cows'Milk, Sugar), Sugar, Butter (Cows'Milk) (11%), Margarine (Palm Oil, Rapeseed Oil, Water, Coconut Oil, Emulsifier: Mono- and Diglycerides of Fatty Acids; Flavouring), Salt.",Salt,0.33g,0.13g,2%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-buttery-flapjacks-x5-175g
Header Information,,,,,Per 100g,Per cake (32g),,,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Energy,1682kJ,551kJ,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Fat,10.0g,3.3g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",of which Saturates,4.0g,1.3g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Carbohydrate,72.9g,23.9g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",of which Sugars,61.3g,20.1g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Fibre,1.2g,<0.5g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Protein,3.7g,1.2g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Mr Kipling Mini Battenbergs Cakes x5,Mr Kipling Mini Battenberg Cakes,£2.50,"Icing Sugar,  Apricot Filling (Glucose-Fructose Syrup, Apricot Purée, Sugar, Water, Gelling Agent (Pectin), Acid (Citric Acid), Acidity Regulator (Sodium Citrates), Preservative (Potassium Sorbate)),  Sugar,  WheatFlour (with added Calcium, Iron, Niacin, Thiamin),  Glucose Syrup,  Vegetable Oils (Palm, Rapeseed),  Water,  SoyaFlour,  Desiccated Coconut,  SkimmedMilkPowder,  Humectant (Vegetable Glycerine),  DriedEggWhite,  DriedEgg,  Raising Agents (Disodium Diphosphate, Sodium Bicarbonate),  Salt,  Emulsifier (Mono- and Diglycerides of Fatty Acids),  Stabiliser (Xanthan Gum),  Preservative (Potassium Sorbate),  Flavouring,  Colours (Carmine, Lutein)",Salt,0.38g,0.12g,N/A,N/A,https://www.sainsburys.co.uk/gol-ui/product/mr-kipling-mini-battenburgs-x5
Header Information,,,,Typical Values,Per 100g,per pie,% based on RI for Average Adult,,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-bramley-apple-pies-x6-355g
Sainsbury's Bramley Apple Pies x6,6 Shortcrust pastry cases with a Bramley apple filling,£1.29,"INGREDIENTS:Bramley Apple Filling (48%) (Diced Bramley Apples (28%), Sugar, Bramley Apple Purée (16%), Glucose Syrup, Humectant: Vegetable Glycerine; Dextrose, Cornflour, Acids: Citric Acid, Malic Acid; Gelling Agent: Sodium Alginate; Preservatives: Potassium Sorbate, Sodium Metabisulphite (Sulphites),Sulphur Dioxide; Flavouring, Hydrolysed Milk Protein (Cows'Milk)), Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Vegetable Oils (Rapeseed, Palm), Glucose Syrup, Sugar, Salt, Dextrose, Preservative: Potassium Sorbate.",Energy,1536kJ,1021kJ,-,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-bramley-apple-pies-x6-355g
Sainsbury's Bramley Apple Pies x6,6 Shortcrust pastry cases with a Bramley apple filling,£1.29,"INGREDIENTS:Bramley Apple Filling (48%) (Diced Bramley Apples (28%), Sugar, Bramley Apple Purée (16%), Glucose Syrup, Humectant: Vegetable Glycerine; Dextrose, Cornflour, Acids: Citric Acid, Malic Acid; Gelling Agent: Sodium Alginate; Preservatives: Potassium Sorbate, Sodium Metabisulphite (Sulphites),Sulphur Dioxide; Flavouring, Hydrolysed Milk Protein (Cows'Milk)), Fortified Wheat Flour (WheatFlour, Calcium Carbonate, Iron, Niacin, Thiamin), Vegetable Oils (Rapeseed, Palm), Glucose Syrup, Sugar, Salt, Dextrose, Preservative: Potassium Sorbate.",Fat,13.5g,9.0g,13%,N/A,https://www.sainsburys.co.uk/gol-ui/product/sainsburys-bramley-apple-pies-x6-355g
